business_id,name,ranking,score, city,latitude,longitude,address
"3CcQS_pHoq9RPaOWYlo_7Q",Elizabeth Street Cafe,9,3.912572218,New Orleans,29.9342468696,-90.0729055707,"1507 Magazine St"
q1whmG4Jdift2yL5nSJR_Q,Hangout Ramen,10,3.895401588,New Orleans,29.948753049,-90.1285501,"1340 S Carrollton Ave"
zaeNGZfmOiBzGVqGhRfX3w,Le Caveau,1,4.386798077,Philadelphia,39.9417309203,-75.1541846618,"614 S 7th St"
"6IwF2rpoaiR_W6DzOvuceA",Victory Brewing Company Philadelphia,2,4.281089045,Philadelphia,39.9561946841,-75.1689851604,"1776 Benjamin Franklin Pkwy"
D0uoz1yQR10Knf_N_TCJ9g,Musette,3,4.271664093,Philadelphia,39.9690246,-75.1781931,"2441 Aspen St"
zvvl3c1FO3O3BZdhusficA,LMNO,4,4.135559916,Philadelphia,39.976014,-75.133752,"1739-49 N Front St"
VG4yVFNX7B-iONzZlLd-Fw,Izakaya By Yanaga,5,4.1171584,Philadelphia,39.9779193285,-75.1315421239,"1832 Frankford Ave"
LaTe2iIyih62D1kCQ0hflA,La Chinesca,6,4.109335348,Philadelphia,39.9614139091,-75.1560202986,"1036 Spring Garden St"
xOeBBrc2l5OfjX_cY4bIvA,Sor Ynez,7,4.09130308,Philadelphia,39.9786174929,-75.1396162445,"1800 N American St"
"2PX8MOkN6cPG7-gte7IpIQ",Mimi’s Cafe & Market,8,4.088575182,Philadelphia,40.0769274956,-75.2064291547,"184 E Evergreen Ave"
"55X3tkJf7TJGdOOHOIxGag",Kyushu Ramen & Sushi,9,4.08013222,Philadelphia,39.9386887,-75.1577701,"907 S 9th St"
Waz1bXpzTgfB9DOouGjJ2Q,Midori Sushi,10,4.013146956,Philadelphia,39.9423842,-75.1507361,"516 S 5th St"
cREv_k18uVKAv0cbsuOMpQ,Los Tacos Mariachis,1,4.275967564,Tampa,27.9496507,-82.3615025,"8505 E Adamo Dr"
yfLlpU8h1plvnMgui6xwRw,The Brisket Shoppe,2,4.26452121,Tampa,27.9704909805,-82.484610951,"3501 N Armenia Ave"
Z4o3FbBeRjyvYzIvQ2Z_jg,Happy Crab,3,4.242181072,Tampa,27.9956016656,-82.4354496908,"2115 E Hillsborough Ave, Ste 3"
kpF8q97-b2MDjmnJl74A1Q,Sa Ri One Kitchen,5,4.19108578,Tampa,28.0566179,-82.4268442,"11842 Bruce B Downs Blvd"
GOcny-tWlN3jKk0AjHeAug,The Grill At Morris Bridge,6,4.138779526,Tampa,28.145446,-82.2840637,"10920 Cross Creek Blvd"
h-0hwjiPSiWQD0UXgAy1_g,Island Fin Poke,7,4.004287284,Tampa,28.0639851,-82.5028018,"12913 N Dale Mabry Hwy Ste 101 Tampa"
X2xFkUWs2_cJxoYwh2cB6w,BluWave Sushi,8,3.99180496,Tampa,27.9143301,-82.5270557927,"3339 S Westshore Blvd"
jrUso5L85sDzeBj7KqLhJg,Poké Island Plus,9,3.97870148,Tampa,28.1399525129,-82.357518838,"8636 Hunters Village Rd"
FzsdmAlIGU8xsK4IcdBEMg,Junmai Station,10,3.96728012,Tampa,27.9481317205,-82.4566887129,"Hyatt House / Hyatt Pl, 325 N Florida Ave"
DadnCMDdFEct8m4rf5H9YA,The Jackrabbit Lounge,1,4.321760281,Tuscon,32.2463566183,-110.9777080663,"2000 N Oracle Rd"
fNidADY3MgFJaOBzUvm1bg,Fat Willy’s Clubouse,2,4.258182669,Tuscon,32.0920025935,-110.8371410709,"8701 S Kolb Rd"
kxvW5Mfebywb0L1HTHdX3g,Buendia Breakfast & Lunch Cafe,3,4.223381456,Tuscon,32.2530082247,-110.9605596,"2530 N First Ave"
UWj1wJFLWCfqVN3Z6gg2DA,Red Light Lounge,4,4.199396077,Tuscon,32.2152497,-110.9697339,"485 S Stone Ave"
"8dZbYgJxNgKd9G3kHWmQ6w",Frida's Cafe,5,4.127469312,Tuscon,32.2497514392,-110.8740422463,"5526 E Grant Rd"
BOeBIWjryCt0EyrlAeqTMA,Meyer Avenue Cafe,6,4.107992543,Tuscon,32.2166338,-110.9729938,"353 S Meyer Ave"
rEeNRMhsz_XMoyFHhcLhxw,La Chingada Cocina Mexicana,7,4.011748324,Tuscon,32.2231151448,-110.9692217,"110 E Pennington St"
Q28TlneXws1shf8ymTdxtg,Funland Raspados And Munchies,8,3.987789248,Tuscon,32.2511453516,-111.0123500904,"2100 W Grant Rd, Ste 110"
Ruc9mHL5JkOE6PHWghx2gQ,El Mezquite Grill & Taqueria,9,3.971061168,Tuscon,32.2171325135,-110.9732703939,"280 S Church Ave"
tpvHimO4BBn1QMPQL02B7A,Barrio Charro,10,3.962696452,Tuscon,32.273821,-110.9444336,"3699 N Campbell Ave"
kkPK9JSs8KKH9qv2r7fppA,Brew Link Brewing,1,4.257982593,Indianapolis,39.7772342,-86.161783,"714 N Capitol Ave"
rR30b1XWbxZFFgLyGbfNAw,BODHI : Craft Bar + Thai Bistro,2,4.254011857,Indianapolis,39.7802203,-86.1418027,"922 Massachusetts Ave"
UUoka-603Rj3QpDwfDVz0Q,One Trick Pony,3,4.243746449,Indianapolis,39.8693211,-86.1406647537,"1021 Broad Ripple Ave"
kWbCmkx7Pd1kzHDT919FLA,La Eskina Indy,4,4.159054756,Indianapolis,39.7578225132,-86.1460964787,"641 Virginia Ave"
"4ihK-CfFXNVIxN_twd63ZQ",Raw Bar By Slapfish,5,4.1525403,Indianapolis,39.7718154795,-86.153038,"339 Massachusetts Ave"
qvGoBKNSoW6PW1eE0C3t6A,Shake Shack,6,4.117812265,Indianapolis,39.7712478,-86.1548176,"167 E New York St"
"09MbQUOI4TQjw7N_rT4qqQ",Poke Guru,7,4.093587624,Indianapolis,39.7855027104,-86.1836186435,"1220 Waterway Blvd"
jqnl080wAOhOhyCMrYddhw,Mexico City Kitchen,8,4.062817184,Indianapolis,39.8026065824,-86.2682071888,"6144 W 25th St"
dEaUsmQSYKV7BCsVEW7cYQ,Healthy Soul Indy,9,4.047737362,Indianapolis,39.7849106,-86.1843391,"1220 Waterway Blvd, Ste 7"
yihYQeo1YN6chq7uBtk7mQ,The Hulman,10,4.00597751,Indianapolis,39.7668308732,-86.1547474,"141 E Washington St"
